s_part,n_source_edges,f_part_424,f_part_543,f_part_406,f_part_417,f_part_835,f_part_881,f_part_755,f_part_694,f_part_412,f_part_1069,f_part_569,f_part_451,f_part_975,f_part_606,f_part_781,f_part_765,f_part_1114
235,1157,0.05185825410544512,0.17718236819360414,0.028522039757994815,0.03111495246326707,0.09161624891961971,0.03889369057908384,0.08729472774416594,0.0025929127052722557,0.06914433880726016,0.0,0.029386343993085567,0.0,0.16594641313742436,0.018150388936905792,0.032843560933448576,0.17458945548833188,0.000864304235090752
316,10468,0.009552923194497517,0.18570882690103171,0.010030569354222392,0.01757737867787543,0.11282002292701566,0.008597630875047765,0.11176920137562094,0.00028658769583492547,0.07088269010317157,0.12495223538402751,0.1453954910202522,0.0,0.0,0.08377913641574322,0.002865876958349255,0.11444401987008024,0.0013374092472296522
136,1703,0.041103934233705224,0.0035231943628890195,0.0017615971814445098,0.031708749266001174,0.14386376981796828,0.10217263652378156,0.2354668232530828,0.09219025249559601,0.011156782149148562,0.0005871990604815032,0.011743981209630064,0.0,0.0,0.005284791544333529,0.1250733998825602,0.19436288901937757,0.0
392,1034,0.058027079303675046,0.0367504835589942,0.0009671179883945841,0.13249516441005801,0.21663442940038685,0.07930367504835589,0.06769825918762089,0.0,0.09574468085106383,0.0,0.20019342359767892,0.0,0.0,0.0851063829787234,0.0019342359767891683,0.0019342359767891683,0.02321083172147002
68,865,0.08092485549132948,0.2046242774566474,0.04277456647398844,0.046242774566473986,0.21734104046242775,0.028901734104046242,0.176878612716763,0.0,0.12716763005780346,0.003468208092485549,0.004624277456647399,0.0,0.0,0.03815028901734104,0.017341040462427744,0.004624277456647399,0.006936416184971098
216,959,0.0010427528675703858,0.3357664233576642,0.0031282586027111575,0.0,0.01251303441084463,0.0031282586027111575,0.20750782064650677,0.009384775808133473,0.011470281543274244,0.2346193952033368,0.0,0.0,0.0,0.05213764337851929,0.006256517205422315,0.12304483837330553,0.0
323,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,3264,0.02542892156862745,0.20863970588235295,0.014399509803921568,0.056372549019607844,0.11795343137254902,0.022365196078431373,0.1173406862745098,0.00030637254901960784,0.07567401960784313,0.13082107843137256,0.12316176470588236,0.0,0.0,0.09895833333333333,0.002144607843137255,0.004901960784313725,0.0015318627450980392
365,8158,0.03456729590585928,0.15726893846531012,0.008457955381220888,0.08212797254228978,0.11130178965432704,0.04682520225545477,0.09806325079676391,0.0018386859524393234,0.07452807060554058,0.09254719293944594,0.12074037754351556,0.0,0.0,0.07109585682765383,0.00576121598430988,0.09303750919342976,0.0018386859524393234
271,1946,0.03134635149023638,0.22713257965056527,0.006680369989722507,0.020041109969167522,0.11767728674203494,0.03854059609455293,0.1341212744090442,0.0005138746145940391,0.07553956834532374,0.12332990750256938,0.015416238437821172,0.0,0.0,0.0565262076053443,0.009763617677286743,0.1433710174717369,0.0
319,592,0.03547297297297297,0.15371621621621623,0.037162162162162164,0.04391891891891892,0.07432432432432433,0.0,0.15371621621621623,0.028716216216216218,0.07263513513513513,0.08445945945945946,0.02364864864864865,0.0,0.0,0.028716216216216218,0.010135135135135136,0.0,0.2533783783783784
,,2024.0,9821.0,3822.0,2085.0,5743.0,2268.0,5690.0,709.0,3664.0,5604.0,3708.0,130.0,212.0,2268.0,1733.0,4766.0,267.0
